Linux 3.0.101-0.15-default (axle) 	11/19/2014 	_x86_64_

09:10:27 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
09:11:27 PM     all     18.64      0.00      3.27      0.00      0.00     78.09
09:12:27 PM     all      8.89      0.00      1.64      0.00      0.00     89.47
09:13:27 PM     all      5.71      0.00      1.27      0.00      0.00     93.02
09:14:27 PM     all      5.73      0.00      0.94      0.00      0.00     93.33
09:15:27 PM     all      5.79      0.00      0.98      0.00      0.00     93.24
09:16:27 PM     all      4.72      0.00      2.28      0.00      0.00     93.00
09:17:27 PM     all      5.33      0.00      0.86      0.00      0.00     93.81
09:18:27 PM     all     15.44      0.00      1.38      0.00      0.00     83.17
